ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
3.9598,219.9403,6203.9215,3.8736,,358.9489,7.3698,84.9827,4.3362,0
7.1731,179.3986,18591.8266,7.3596,,425.4793,17.5209,59.3546,3.6803,1
8.1703,229.7425,17517.556,6.6621,405.0204,593.2429,16.6736,70.7333,4.0999,0
,145.8507,18642.1792,7.9876,374.7427,563.089,14.547,97.5615,3.7362,0
,181.4739,15846.6399,7.4376,262.5317,530.0413,17.5195,61.1185,3.3118,0
6.6494,215.5415,25540.1471,7.0399,300.4787,301.5605,24.203,91.8479,3.4016,1
8.159,188.5019,28972.6017,6.6103,342.4307,375.0635,16.0762,,2.4663,1
4.9407,166.795,27592.3558,8.476,316.2858,436.993,14.9108,57.4742,4.4902,0
7.4324,242.9004,19041.5806,2.2696,326.5904,334.2598,12.0945,73.0351,3.9868,1
,150.2686,18709.665,4.4927,346.3782,343.5135,14.8128,58.7647,3.6079,0
6.312,168.3576,15685.496,7.8323,284.1592,541.0578,12.5791,58.8145,4.4541,1
6.9736,233.134,15186.1949,6.916,346.7597,276.0253,17.8449,75.2403,3.8087,1
7.3668,251.7602,19919.0254,5.8712,355.5093,352.8778,13.6981,39.696,3.0169,1
7.4139,195.8915,19881.2058,6.3237,364.1186,369.1309,15.3754,48.735,3.9889,1
9.4029,155.1526,19541.1206,8.3559,,633.5078,16.0833,79.1969,3.675,0
5.6213,154.327,23361.0627,7.7734,345.3407,417.1869,15.5263,,4.7992,0
9.1825,167.9974,28617.4452,7.3402,336.2956,370.6278,14.8908,101.7218,3.5497,0
5.3739,193.1015,15914.0608,4.4324,365.2697,347.7837,15.2123,4.0622,3.8693,0
6.2285,239.6166,19360.2936,8.6329,261.579,377.1511,13.1466,62.0587,4.6111,1
6.0688,225.6923,26086.5155,6.0284,290.0572,533.1674,16.0096,33.7622,4.3592,1
7.0833,227.5233,23112.3143,8.0253,,406.9351,15.4389,44.9067,3.2786,1
,179.96,14567.614,7.8906,357.9041,469.1153,13.8791,,3.602,1
7.9216,220.3967,11378.0254,4.5128,,360.426,12.8124,73.4978,3.3839,1
,222.1796,26962.6473,4.9857,255.4923,528.4663,20.5883,68.0513,4.2129,0
10.4515,223.8044,12390.5296,4.7413,291.477,589.2821,14.0801,67.5319,3.7738,0
7.7796,195.713,24955.3448,5.547,357.0163,442.7995,19.8114,52.4143,4.0899,1
6.8395,182.9437,12952.7067,8.1069,,386.9785,17.9777,62.7984,4.0014,0
7.7622,232.5092,36409.8075,8.9039,,321.8375,12.2252,74.1697,4.3473,1
8.0914,247.4368,12546.1365,7.4964,,475.4757,15.5063,46.4429,2.7894,1
6.9314,189.0806,36974.5581,6.8,272.1801,378.3768,13.4262,61.8105,4.4153,1
5.5731,207.9291,27931.3697,5.9714,343.3886,564.0957,14.3245,39.3869,5.2106,0
6.0261,232.0182,33405.2014,9.4482,333.4175,474.8948,15.2792,18.4331,4.5221,0
7.4735,246.1841,32139.7528,7.0841,359.1912,328.4758,20.153,56.4129,4.8939,0
8.4388,253.7758,26160.2825,5.8001,326.1662,354.1122,13.3016,45.1384,3.4635,1
7.9208,197.6222,19163.8497,7.1391,,341.4818,18.7466,,4.532,0
7.0844,238.0673,42574.0401,7.9792,286.3013,487.507,11.958,62.9453,4.1472,1
8.0423,157.5752,18282.8896,6.4446,322.8353,561.5189,15.0784,68.0572,3.8205,1
6.4877,125.0561,23396.0368,6.3942,,455.7393,16.1343,74.5375,5.9107,1
7.5942,182.6464,10381.1948,4.7316,386.7266,373.1679,15.1468,91.6677,3.1722,1
9.3033,208.0217,21745.8549,7.9081,242.4588,529.1469,8.4326,38.7983,4.7753,0
8.8548,147.6228,26832.4095,5.9567,267.6123,415.806,13.585,83.5522,2.7494,0
9.2064,191.7631,15883.5599,8.0685,,454.3892,10.3247,,3.5279,0
6.6665,202.2648,23034.4867,7.2929,313.4351,322.8634,15.2836,66.778,3.3925,1
7.5112,195.8228,19418.1724,7.4085,407.0505,437.0357,14.7042,82.0343,4.3934,1
,205.3548,18949.898,6.0798,346.7362,461.2275,12.2044,80.775,4.8361,0
8.5618,233.0003,27182.455,7.7897,,328.492,18.0648,92.5304,3.8691,0
6.5847,188.0114,29279.5766,5.3049,,494.5836,17.2837,39.661,3.8824,1
5.2688,181.4585,15575.8386,7.3416,344.0397,485.4207,13.0535,57.8818,3.2819,0
,214.2805,7213.7671,9.4744,361.6999,485.9949,23.3004,76.993,4.4543,0
7.5809,231.19,25836.1908,10.5747,321.3418,181.0,14.8015,64.6759,4.4517,0
3.9602,182.3364,12627.463,5.4423,331.7604,576.5564,18.1595,54.8159,3.3317,0
5.1242,240.8721,18005.596,7.8788,,392.701,13.7173,71.9898,4.434,0
8.6593,220.6084,14880.2168,7.1825,216.6566,415.0613,9.6814,88.5275,3.1409,1
7.3483,184.1553,30366.5108,6.5638,240.3355,320.2706,18.3705,79.9658,4.8525,1
,195.4308,40438.1543,8.3432,359.2197,395.203,16.3901,46.5552,4.0567,0
4.8396,170.8988,16906.6056,5.087,360.4831,404.2947,8.3509,63.6494,3.1227,0
9.5371,218.738,40334.4453,8.0224,343.9737,520.0029,14.861,75.8346,4.0388,0
8.7166,199.82,23241.4903,5.7277,,333.6583,14.2421,81.126,4.6377,0
8.2388,260.9743,19018.8102,9.215,352.8801,448.7708,16.7761,73.5823,4.4753,0
5.5697,112.5811,31370.3804,7.5803,303.5964,463.5469,15.4569,,4.2412,0
8.0557,156.923,38219.013,10.9717,308.2767,407.4464,15.3364,46.7515,3.1431,0
8.887,179.8603,19897.4292,9.0496,,423.3405,18.9768,75.637,3.5199,0
6.7239,213.4765,19097.7613,7.4432,,456.0303,12.2837,48.6591,5.2391,1
6.8385,184.6801,37677.9309,5.0802,,293.7383,13.2816,31.3401,4.0579,0
6.5083,173.2127,29359.6632,3.348,351.6598,394.6744,13.4242,63.5904,4.6423,0
,210.1872,320.0,7.4519,300.1072,378.2136,15.177,47.4591,3.9035,0
6.8565,182.6871,20435.8987,6.6359,390.1335,440.2481,13.5897,,4.7883,1
6.7369,204.281,14984.9059,8.6446,355.5367,598.1201,13.4769,80.4516,3.3546,1
5.0655,225.5345,16799.0021,5.7803,,353.9048,11.7148,61.5634,3.9611,0
4.7588,228.1802,22843.7749,7.2546,304.3062,579.9652,11.8343,61.21,4.624,0
8.5812,145.9401,17733.0024,6.0598,,377.4524,15.1599,43.6068,5.0228,0
9.5171,172.4974,18344.8119,7.7285,308.6646,430.6585,12.3782,83.0048,4.0899,0
8.4731,210.8105,39497.5514,7.6814,401.3027,467.7378,14.323,42.0684,5.0778,0
9.2868,190.7436,7923.6086,4.8612,409.0971,276.3954,17.6682,68.1019,4.2615,0
6.4072,171.5461,23195.2199,7.1314,325.218,562.3039,16.0141,82.6511,4.2396,1
7.1277,216.1313,26852.8592,8.8054,381.1358,442.6203,18.0944,79.7514,3.6254,0
7.7482,199.3748,9442.8324,7.7271,,445.688,8.6686,72.7962,3.8015,1
6.9562,211.29,12078.5228,9.0845,363.8499,581.8033,12.393,77.8523,3.1529,1
9.6541,225.6466,12103.2952,5.8613,338.524,403.5759,13.3851,68.4783,4.2219,0
,184.4392,29044.8037,4.4419,,458.3089,14.9668,51.3846,3.8096,0
6.3549,229.7999,12523.6981,5.8974,332.6875,312.1088,14.6753,66.0016,4.1493,1
6.6836,202.5153,26039.2351,5.2786,357.6689,483.1194,12.5238,44.259,3.5943,1
6.1568,205.2956,11555.7846,9.6911,,415.4719,16.3641,95.4719,4.0399,0
8.4372,229.9161,11028.4037,7.3328,320.6819,407.4238,15.4863,82.1709,5.8119,0
4.2624,144.685,25563.4613,8.5153,354.6637,410.0486,10.8591,53.4105,3.9366,0
8.8682,143.2782,28799.9509,9.5299,343.9961,501.1525,15.868,88.1464,4.4454,0
8.5266,159.6615,10223.6892,7.4919,333.1056,384.0938,10.7813,81.5324,4.3635,1
7.6629,224.4698,12996.6336,3.8691,303.0205,490.0041,20.2197,66.8076,3.0042,0
9.2508,200.6302,23825.2402,3.5695,,449.1873,13.7137,91.1035,4.3774,0
10.6511,178.7902,13359.9034,8.2286,,260.8722,14.3696,69.589,2.8291,0
,163.1158,11721.7815,8.4201,335.9693,458.1139,17.3397,82.6756,4.7826,1
8.2746,141.7927,12393.7279,5.4013,359.0464,456.347,11.5726,72.9837,3.6238,1
7.7801,206.1685,24186.0947,7.8448,,372.5158,9.1764,53.8531,3.5742,1
7.9719,195.8758,320.0,7.9999,319.0143,373.8719,12.915,41.8747,3.4839,1
6.4636,208.9854,36629.4246,7.3037,,421.2529,19.0117,77.3202,2.6381,1
6.15,226.0391,35274.4333,5.087,,466.6169,16.815,63.1672,3.9238,0
8.1047,205.7993,32337.2549,8.9438,319.9803,461.2958,10.8733,68.6925,3.718,0
6.4445,240.2468,19779.8034,5.543,303.3722,307.2152,12.3114,67.1784,5.0102,1
,183.4927,15792.9694,7.8856,382.339,425.8793,18.4112,82.8843,4.1841,0
8.3853,245.0694,26133.1009,4.8545,309.0232,310.2297,20.549,68.8099,3.0441,0
,210.3796,12085.9697,5.7158,365.1767,437.9844,10.8328,,4.9283,0
7.7524,179.3057,40008.0091,8.392,387.4341,452.558,13.6444,69.2617,3.7282,0
7.3343,202.3911,16324.129,5.5047,,359.7236,14.2446,65.687,4.3362,1
7.0182,266.4146,31764.7051,4.6502,262.6993,397.7882,8.4937,59.3374,4.3052,1
8.8869,156.2057,28497.6522,6.9107,314.637,235.0496,16.0991,60.3816,3.5326,0
,177.1295,17759.082,6.8083,348.4178,389.7429,16.9987,72.2055,2.6152,1
7.5669,182.9413,19562.898,5.303,331.8914,248.1777,15.2437,83.1339,2.9438,1
4.3749,201.9912,14439.0348,7.641,,408.2545,12.056,79.2646,3.5756,0
8.1035,198.5301,22423.2915,7.9866,402.3697,445.7833,14.0551,55.802,4.6476,0
5.1121,256.5677,26684.494,7.4313,,432.0058,16.1228,59.4403,4.3764,0
6.659,189.9308,21680.8099,9.7087,268.8179,503.7144,12.8764,46.976,4.5369,0
,217.779,18604.9214,6.1868,311.8587,445.193,13.238,80.9681,2.7827,0
9.8494,180.1753,21806.3508,9.1193,290.6895,448.3256,13.7034,64.6987,2.7058,0
,160.6979,32245.7174,6.893,322.7546,406.1473,17.6735,81.3853,4.0514,1
5.3826,191.5152,29303.5434,4.9295,,487.3601,18.7534,61.4578,2.7473,0
7.8162,188.4502,25875.4535,5.015,304.3212,382.3049,16.6641,65.7575,4.6817,0
6.645,218.0763,16203.6612,4.5969,263.6103,564.5051,14.3647,69.7416,4.0527,1
7.7284,238.7497,17540.1471,3.9789,419.4553,409.9589,15.5848,51.2325,4.8177,0
5.254,181.8277,25808.6593,7.5696,,469.6126,15.5771,54.9682,4.202,0
8.875,231.2976,18225.91,4.3873,,420.7323,11.7863,65.135,3.8046,0
,163.6887,15666.9768,6.4943,305.4873,499.2508,18.4458,67.8015,3.8021,0
5.1071,252.4505,33332.264,7.172,,366.3464,12.2905,69.9202,3.288,0
6.0997,149.1042,22509.2577,6.6444,359.7379,460.8593,14.9402,49.9974,5.2698,0
6.2108,179.8745,23569.0282,8.3893,304.3944,360.0308,11.231,47.8895,3.0203,1
8.3097,204.1781,16526.5999,5.1561,,558.5597,12.6788,76.7742,4.1762,0
4.3445,184.1236,23989.8175,5.5693,354.4517,377.8781,17.2293,50.7879,3.2625,0
7.539,159.9148,28540.8513,8.6733,326.2852,410.9183,12.6781,68.3338,2.7228,0
6.8982,218.6013,23904.0541,8.6124,422.3829,321.2593,9.8463,55.9229,5.1376,0
6.0713,163.9776,8857.846,6.8768,269.1131,370.5474,7.32,72.3235,2.6462,0
8.268,226.8848,17366.7123,5.4079,234.9376,327.8639,11.1829,71.0975,3.3848,1
4.3712,149.2822,26156.9713,5.8139,351.136,306.268,12.317,81.977,4.3834,0
5.2246,229.1551,23505.4583,8.1431,314.6695,502.4678,14.1693,94.0642,5.2204,0
6.0858,222.467,30121.1678,9.7531,380.7669,332.8251,10.4523,48.7439,3.9262,0
8.2785,212.6764,18907.7451,5.962,317.7557,343.6113,13.8049,88.6447,2.8028,0
6.7258,229.4309,21010.6301,6.7117,370.5398,446.9633,11.6806,58.9428,3.8191,1
6.0189,189.3875,29287.8259,5.4811,290.7286,622.4908,15.2822,68.8395,4.3145,1
7.9433,194.1329,21031.0996,8.6537,361.7739,232.2965,14.2923,68.9337,3.5186,1
6.5327,232.8312,28837.4343,7.1106,275.8724,484.1437,11.9814,58.4588,3.5412,1
,162.5553,6373.4626,7.6749,232.1109,425.7775,11.7282,90.1855,4.7828,1
6.7963,187.1837,13193.0221,5.9519,286.1313,485.1676,13.6165,52.2668,4.7742,1
7.7395,188.7966,29353.9339,8.8858,294.2346,410.0177,14.7333,42.7592,3.7916,0
11.2017,188.4057,28350.8886,7.8132,386.7754,473.8572,12.1495,75.348,4.5669,0
5.6459,186.7879,27976.2948,8.5335,322.0341,512.7976,16.2758,65.0898,3.933,0
,117.4835,29284.4452,6.5515,356.0381,376.9752,12.4135,57.9595,2.3983,1
7.0193,194.975,29367.5115,6.0191,,256.4546,10.6132,96.5801,4.5469,1
6.8673,204.2991,11799.4259,7.5684,247.134,308.0697,15.9989,57.4958,3.0302,1
9.4819,235.0953,35099.3104,7.4422,,407.8883,9.9349,58.1268,2.4273,0
8.3899,220.6421,28824.0033,8.9096,314.389,453.2371,18.89,44.9489,4.2933,0
8.241,176.3268,11218.5884,8.8652,352.215,475.41,13.2372,71.1844,4.3686,0
6.5919,186.5441,10021.1762,5.0295,346.3673,340.4075,13.7649,81.594,4.1736,1
6.0144,165.2996,24812.7373,4.0951,314.4302,415.5415,19.8373,73.8236,4.514,0
7.6924,183.6491,15482.3966,8.9121,357.452,390.9839,10.8472,103.1858,4.3946,0
6.8417,175.6929,25718.3154,6.3706,,450.3482,17.975,52.2711,4.5263,1
,230.0919,18774.3559,6.3209,,439.2588,14.7979,74.3232,4.1069,1
8.2492,207.3477,8388.7253,8.094,372.7396,354.5646,15.1684,61.3307,4.4201,0
5.4948,214.2694,14019.4918,7.2246,304.3868,504.2191,18.2077,60.2616,2.7418,0
6.1993,183.2215,17991.7284,7.0876,328.2707,334.5589,19.6322,,3.526,1
8.4248,190.1532,21159.2157,7.7291,,574.6247,15.9559,66.3959,4.9244,0
,211.577,28051.191,6.5211,373.1752,417.9291,15.8551,55.9803,5.4239,1
8.2502,169.6965,15591.3759,6.8361,301.5975,468.6029,13.7228,68.4262,5.0577,0
6.0194,211.8251,25276.9922,6.3333,303.8026,404.4759,10.9435,62.2863,3.9273,1
8.3066,223.1252,19311.525,7.5052,380.2779,502.6857,10.3586,75.7427,3.284,1
,176.7034,20155.3022,6.1762,314.9287,348.3324,17.4218,53.82,3.7359,1
9.2665,195.1417,1385.1133,9.3376,353.8725,307.2823,14.3926,68.9774,4.4254,0
8.4396,167.9445,16901.4641,7.7261,,483.5541,11.5205,72.4099,3.7219,1
7.9607,248.3796,8804.1909,6.9209,,233.4764,13.4549,47.4525,4.0109,1
9.5351,209.7533,27047.2123,8.5845,344.3931,288.3176,15.7566,86.4674,5.4294,0
7.7952,230.4447,30560.0174,7.5765,335.9006,490.6405,13.4609,59.7773,4.5853,1
6.3559,188.5925,24964.5575,8.3626,,455.8553,15.4044,65.9015,5.0712,0
9.5654,167.6021,39033.5335,7.978,,487.1447,16.5515,,2.0133,0
7.7948,192.7062,23492.4578,5.0488,373.2442,327.2041,18.3311,47.2233,4.1559,1
9.0778,240.0623,28449.3019,8.9049,310.5509,181.0,10.7798,94.4141,4.64,0
7.5131,247.9178,18289.0129,8.6254,314.9639,268.8757,13.2637,42.0204,4.2205,1
8.998,220.9152,24344.6842,6.5186,,327.4074,14.8455,56.9202,3.6672,0
6.0217,195.5275,12435.7483,11.0228,331.0646,648.2916,14.527,58.3414,4.8159,0
5.4373,209.03,18629.0107,5.1031,296.8521,285.2876,16.2547,87.3361,3.2204,0
5.2327,230.8814,30142.6577,8.7312,335.1767,403.9025,8.85,66.5302,3.7212,0
8.4127,163.3849,21148.9493,6.659,,403.8844,10.9307,66.5522,4.3567,1
4.4122,224.6844,18371.9073,7.0057,282.3872,522.1589,17.6304,76.3023,3.7079,0
4.6816,170.1801,20217.5368,8.4997,299.0252,458.0893,20.03,79.2077,3.5549,0
5.2171,204.8986,25529.2284,8.727,,431.262,14.2463,,3.2355,0
,219.9194,33019.9307,8.3994,353.9273,515.0621,10.6231,80.4718,5.054,1
7.9442,205.6194,8261.6956,4.9819,344.0899,372.3927,9.1816,71.6277,3.1439,0
6.1064,199.7996,21055.7225,8.8037,,468.9241,16.445,56.7124,3.7783,0
8.4606,237.9912,20055.7214,6.0982,360.1951,467.2857,20.0328,55.3169,3.4835,0
7.7745,183.9532,19141.6568,6.8724,346.4914,317.4976,17.3734,66.8551,3.7085,1
,185.638,20996.9467,7.4096,,373.5575,12.8595,47.6599,4.2614,0
,167.1797,25661.6153,4.9754,345.4316,357.8009,15.8525,64.7795,3.0471,0
6.2961,202.801,31302.3463,8.8824,332.3686,386.5662,9.0088,68.0961,4.8564,0
7.6024,220.9476,6344.4365,6.8122,353.3271,415.0054,11.6385,76.0142,3.185,1
,193.3759,10945.819,5.3964,,361.6581,13.3548,73.5299,3.9885,1
7.9896,135.8937,22159.5712,6.1318,,405.6588,11.8657,69.2149,5.307,1
7.6109,210.9295,8647.7764,5.1388,318.9142,345.7677,9.3522,104.2909,4.248,1
7.3508,217.0019,25090.1322,5.2994,277.4711,362.9801,17.9591,,5.5744,0
8.359,169.5703,13789.4566,7.693,387.5458,480.4651,16.2766,75.0238,3.6296,0
,189.4905,19955.3496,7.9087,,418.176,9.7088,26.18,4.1675,1
8.3933,197.8203,11063.4702,9.147,294.8434,415.289,21.9684,56.3101,1.9291,0
7.3689,172.2479,13217.1882,10.7354,364.0994,367.6612,19.9134,70.2182,3.5044,0
7.0867,205.3677,44659.663,8.4615,384.9064,276.3397,14.7541,121.3973,5.0523,0
8.672,199.5414,18191.7939,3.3597,336.5126,294.9039,14.7686,54.6565,4.3594,0
8.7177,159.9035,33533.9187,8.2426,310.9495,460.8335,8.8133,58.1811,4.3045,0
9.1394,109.0117,20683.048,7.5837,327.7272,618.4799,18.3318,59.32,4.1245,0
,167.2083,26542.8365,8.1904,332.9186,542.1001,13.3534,91.261,3.8992,0
7.0099,241.7213,14093.4964,8.5498,320.4026,393.1659,17.6812,63.2268,3.2829,1
,234.9625,25320.8859,7.4488,292.145,416.9161,15.531,97.6401,4.3554,1
7.5523,186.4894,16491.6601,8.6388,328.1775,412.5196,13.9226,75.5722,2.8219,1
4.7421,162.4451,320.0,8.2938,307.419,427.1434,13.0829,63.9658,4.0049,0
5.6738,242.7631,320.0,10.5229,340.258,423.6699,9.3214,66.1275,4.6649,0
9.5587,218.928,19910.4732,6.1531,330.1153,349.4818,14.8461,79.7555,3.5829,0
7.2343,236.3597,26718.3789,5.6193,305.0992,468.1995,14.1788,36.9815,3.6321,1
,255.7336,14180.1269,6.8521,390.7566,605.4307,12.2283,62.466,4.3349,0
7.1467,210.7056,11704.9443,11.1242,,342.3948,6.416,57.7572,3.2266,0
7.5564,199.3435,15983.2863,3.9906,,386.1125,10.1933,74.1545,3.8682,1
5.518,172.2889,35192.4386,6.8214,390.7908,461.8976,15.0166,78.5735,2.9447,0
10.658,201.1506,4937.735,5.3736,,347.6794,16.1694,86.616,4.6561,0
8.9706,164.9164,26547.8723,6.9973,338.1456,429.9729,20.6309,69.8209,4.3136,0
,230.7103,30858.8772,7.7827,299.0016,385.5457,10.582,62.5144,4.3116,0
7.0414,189.5049,9117.1036,5.6684,262.5737,298.2512,11.8733,72.0911,3.4079,1
8.025,246.9849,12767.8875,9.0878,307.5179,551.3014,14.9381,,4.6791,0
,185.6167,17389.0858,10.3382,212.4332,268.4828,13.1628,68.7998,4.526,0
8.0158,210.632,15025.226,6.4322,386.2068,472.5035,10.2074,54.5602,3.896,1
6.335,171.5417,29127.9637,8.531,338.6748,445.231,16.5925,,2.8023,0
7.5943,224.6289,21550.7679,5.7232,273.5637,456.1445,16.7036,,4.0602,1
7.5088,170.1947,16239.4288,5.4789,292.5407,440.903,12.4494,36.6685,3.3888,1
7.7416,238.1532,24001.7662,8.3512,366.4589,553.8408,12.1395,52.6918,2.882,0
5.7858,214.1165,31415.6936,8.3445,312.762,501.6268,19.331,,4.5551,0
7.696,137.7114,17639.9351,5.4201,385.4046,412.7502,13.2485,,3.9556,1
7.3124,152.3093,13710.265,8.1336,348.5174,451.8655,9.4325,88.6512,4.0786,1
7.6526,204.2207,28942.4751,9.3901,336.5957,517.8264,14.9043,72.4773,4.2895,1
7.6002,194.7136,35946.624,6.2599,392.2012,574.5702,7.3246,47.181,3.0994,1
5.1941,260.4815,34485.6723,4.6879,,349.4694,14.1531,61.166,2.7098,0
8.556,168.2445,28023.379,7.6268,349.3564,422.2679,13.2882,79.9337,4.4749,1
8.3967,189.8686,19624.3867,8.8003,298.464,315.4707,13.3043,65.2511,3.2745,1
5.3301,196.5005,28253.9183,7.1331,436.555,389.9979,13.065,75.6961,4.2878,0
,203.9952,26157.3159,8.0873,335.8557,429.624,18.7638,76.6493,3.9375,1
6.0462,251.8299,26686.9928,6.3064,310.1002,355.4491,11.5356,53.5595,4.0699,1
6.6273,193.7647,21087.4548,7.5607,340.5135,411.0503,12.1261,49.7151,4.1523,1
8.7585,145.5361,30413.1718,6.7324,342.8747,509.8024,14.1945,54.6228,3.9352,0
8.064,247.0945,29095.5974,7.445,352.6685,408.4237,14.1727,67.4052,2.8972,1
10.1871,210.2467,10565.7793,8.2707,389.1254,396.184,14.1694,77.4584,2.8574,0
7.4153,148.8869,27703.9601,7.0624,345.7731,282.431,14.9193,81.4927,4.3073,1
5.6373,175.2061,12895.0384,6.945,365.3988,426.8783,13.2296,,2.3206,0
7.4418,186.708,22604.5683,4.7188,345.8238,387.6417,10.6254,77.5284,4.0584,1
3.6915,200.7651,20365.4797,4.172,344.417,500.5087,12.7986,72.6232,4.4655,0
9.8774,222.4538,25812.5971,6.2325,377.8737,324.448,17.6713,56.3559,3.0147,0
7.6447,188.9766,17308.4671,7.0792,254.5721,444.0819,15.191,83.84,2.6704,1
7.9124,179.9033,18506.902,6.5068,214.7016,377.6135,16.7575,65.2234,3.125,1
7.4764,165.5019,17207.2429,7.1447,335.0023,493.685,11.0108,89.3742,3.0279,1
6.0014,191.3233,17415.0314,6.6192,280.6088,441.4843,19.0901,66.6313,4.6133,0
7.0707,199.0261,9304.3964,6.4121,268.1003,321.3064,17.5631,68.8454,4.2714,1
,211.6378,26217.6545,6.1316,358.2562,355.8279,12.214,95.7301,3.3952,1
6.489,127.266,16680.4649,6.9365,311.417,583.0609,11.3905,49.0986,3.7087,1
7.7168,168.1404,24748.9843,8.2193,327.7938,498.242,13.1269,61.2448,3.964,1
5.4608,211.9294,21648.327,6.6527,340.9805,444.5161,19.93,93.7865,4.0131,0
9.6244,250.8969,25381.3612,4.5287,297.7037,403.2115,19.1472,82.5769,4.8903,0
5.6523,225.7796,26790.5486,5.7518,357.4012,409.2231,6.7482,44.3016,4.5608,0
8.4267,123.2947,10491.51,5.7039,318.7074,377.07,18.4293,72.8381,4.0553,0
6.2689,134.3587,20759.9596,7.2681,,377.7133,19.0225,77.4942,4.6192,0
5.3777,214.7312,23435.3155,8.6501,312.03,417.8085,12.1823,71.8076,3.7229,0
7.7556,197.9473,15745.2326,2.7819,382.9714,453.7363,16.4174,48.0705,4.6266,0
7.4289,198.5787,16094.7129,5.9075,327.5368,288.089,13.4691,92.1201,4.1785,1
6.8488,260.0685,25020.8891,5.994,,288.5832,15.6949,40.3852,3.1922,1
7.0871,162.4831,32888.36,10.5537,305.6208,427.818,16.8437,47.1341,4.1085,0
6.2548,235.386,26568.4367,5.9696,,389.3535,12.599,38.1436,4.5896,1
7.7842,200.1158,27896.3927,7.9203,286.0759,370.7336,7.962,54.4386,3.6826,1
6.4517,177.5676,24604.7248,9.4838,348.509,510.7881,17.6965,82.0248,3.1972,0
7.1817,129.4174,38393.0906,6.3342,332.5043,463.4459,15.4118,70.65,6.1609,0
8.7722,158.762,22272.4169,6.8353,,375.6472,8.3711,67.1599,3.9113,0
5.2061,245.5048,29768.5044,7.0047,395.6384,334.3354,18.0602,74.0598,3.1814,0
6.3033,199.4705,51151.4447,7.4186,320.5455,445.8439,17.9173,85.1571,2.7966,0
6.145,222.4536,25149.3565,5.8152,360.6016,468.0144,9.8449,81.4777,4.8924,1
5.9636,215.2907,21770.6738,7.2913,,225.3356,15.6404,43.2636,4.7489,0
5.154,191.4986,8412.8419,6.2394,313.5304,459.9383,12.2089,68.1558,3.8127,0
6.7203,223.5828,7889.9766,5.956,372.8351,565.3231,14.2809,60.8949,4.95,1
,206.7731,40400.9918,9.4172,349.5517,456.8574,18.3002,77.0107,4.6724,0
6.9485,190.6134,22436.1782,4.7372,362.0053,498.0371,15.5375,78.6643,2.6684,0
4.7757,186.2427,14048.8793,8.6021,415.9577,356.7778,15.3794,48.5742,4.223,0
,173.1261,17652.3112,6.78,,448.0593,13.2092,47.4928,4.93,1
8.1363,205.7762,12229.9462,6.9804,283.9619,468.8355,16.6656,96.7793,4.0729,1
,190.5327,21808.0368,6.0658,,556.0734,16.6319,22.5052,4.3642,1
5.6412,232.2865,16271.3652,7.3036,266.4595,393.8224,18.3072,91.1664,4.7435,0
5.8485,186.5609,26921.5134,8.0241,300.8622,409.942,19.1757,79.3541,5.1908,0
9.9439,167.2717,34885.3618,5.4105,331.2413,565.8372,12.5095,91.8955,4.3528,0
9.6128,136.5311,26147.8917,7.9683,346.3186,369.2437,15.3182,30.2942,4.5861,0
7.7889,220.9921,22336.5676,3.7734,334.703,446.5232,8.6349,27.3433,4.3919,0
5.76,276.9105,22206.3485,5.7291,,423.1847,18.4041,60.7538,2.9,0
8.9351,195.4376,33903.9053,4.9793,318.3367,334.9227,9.8574,55.639,4.778,0
7.3491,125.1675,10462.9458,6.6127,348.5426,469.0348,15.7889,82.4546,4.455,1
9.5365,226.5472,13651.8996,8.0354,,408.951,8.9184,65.6492,2.7307,0
6.2508,175.0265,17148.241,5.8876,339.4304,405.5481,15.1486,61.5233,4.88,0
7.7726,218.9368,11568.8549,7.4825,204.8452,553.1453,8.0068,38.7906,3.685,1
6.7807,208.3027,26355.216,6.783,329.2339,228.982,15.2897,74.0822,3.9932,0
8.1855,219.5476,18649.4783,9.053,349.4215,444.6938,15.8014,71.5345,4.4929,0
6.16,200.4717,13651.3194,4.1717,287.6767,416.456,11.8523,65.2698,4.1578,1
8.427,187.783,26721.3854,4.2909,,446.0151,18.3385,74.5807,5.1776,0
6.5229,231.0181,21215.8834,6.5899,362.7956,404.6737,16.6884,59.1922,4.4092,1
5.7848,187.1954,25507.0072,3.9356,389.7585,375.1962,10.3912,58.7964,4.9382,0
7.9157,234.3298,21914.2029,7.2212,,427.8694,11.2671,70.498,3.0585,1
7.4278,177.2547,17396.5905,7.2894,,463.1615,18.9144,45.6881,3.8143,1
3.996,201.3383,12742.9713,5.554,350.0358,480.5258,9.4891,77.7172,3.1714,0
7.0237,172.5259,25963.9652,5.7219,282.7073,386.2994,18.6101,46.6918,4.1716,0
7.2334,226.4668,13942.5698,7.399,337.2926,465.28,15.793,84.7183,3.7219,1
,174.7801,30898.343,7.6417,359.8106,412.6851,9.9833,53.2376,3.6458,1
,170.155,24179.565,6.6192,376.2417,374.4287,10.5224,27.0846,4.1798,0
6.1428,227.0006,21679.9546,7.9315,365.0868,481.6396,15.5944,82.0399,4.2603,0
,207.3678,14950.4707,5.9534,,454.8918,14.7868,56.4092,2.7417,1
4.5991,193.7036,36252.4365,7.3873,,485.348,13.568,53.126,3.2733,0
